chennai_crime_dataset_high_accuracy_5000_records
crime_id,crime_type,reported_datetime,road_name,latitude,longitude,road_segment_id,lighting,road_type,crime_count_6mo,crime_types_in_area,police_distance_km,cctv_present,eyewitness_reports,victims_count,victims_age_group,victims_gender,severity_level,case_status,primary_evidence,jurisdiction,reported_by,community_reports,safety_score,affected_route_id,affected_segments,proximity_to_route_km,sanitized_description,area_type,hour,month,day_of_week,is_night,is_weekend
crime_3775,robbery,2025-04-30 18:20:21,Road_70,13.014547,80.189567,seg_8644,Moderate,Highway,79,"scam,robbery",1.86,Yes,2,3,Mixed,Male,Medium,Closed - Unsolved,Digital trace,Chennai North,Police Report,11,8.063,route_385,seg_9059,0.028,Crime incident reported and under investigation.,low_crime,1,4,2,1,0
crime_3776,murder,2025-02-01 18:20:21,Road_57,13.139593,80.315102,seg_3892,Good,Underpass,50,"rape,homicide",0.34,Yes,0,1,Child,Mixed,Low,Closed - Unsolved,CCTV footage,Chennai West,Police Report,4,8.534,route_798,seg_9319;seg_2623;seg_2201,1.152,Crime incident reported and under investigation.,very_low_crime,9,2,5,0,1
crime_3777,scam,2025-06-21 18:20:21,Road_49,13.058505,80.305492,seg_5282,Good,Underpass,113,eve_teasing,1.52,Yes,2,1,Adult,Male,Critical,Closed - Arrest,No evidence,Chennai South,Police Report,10,6.483,route_572,seg_6527,0.819,Crime incident reported and under investigation.,low_crime,6,6,5,1,1
crime_3778,robbery,2025-04-30 18:20:21,Road_40,13.023217,80.283397,seg_1128,Moderate,Main road,50,"burglary,vandalism,eve_teasing",2.71,Yes,2,2,Child,Female,Critical,Open,CCTV footage,Chennai Central,Anonymous Tip,12,8.279,route_108,seg_5239;seg_1338;seg_6997,0.439,Crime incident reported and under investigation.,low_crime,17,4,2,0,0
crime_3779,scam,2024-12-29 18:20:21,Road_30,12.999056,80.24488,seg_2968,Good,Underpass,129,"assault,homicide,rape",1.76,No,5,3,Mixed,Female,Low,Under Investigation,Witness statements,Chennai South,Hospital,6,6.049,route_756,seg_7556;seg_9264;seg_2812;seg_8112,1.946,Crime incident reported and under investigation.,low_crime,17,12,6,0,1
crime_3780,scam,2025-07-29 18:20:21,Road_7,13.027624,80.266494,seg_2362,Good,Underpass,50,"rape,scam,theft",1.01,No,2,3,Child,Female,Medium,Open,Forensic samples,Chennai East,Police Report,0,7.413,route_555,seg_2312;seg_4165,1.424,Crime incident reported and under investigation.,low_crime,13,7,1,0,0
crime_3781,rape,2024-11-15 18:20:21,Road_8,13.101773,80.204475,seg_3312,Moderate,Highway,253,"homicide,theft",3.11,No,3,3,Adult,Mixed,Low,Closed - Unsolved,Witness statements,Chennai South,Police Report,11,5.306,route_929,seg_1428,0.836,Crime incident reported and under investigation.,medium_crime,12,11,4,0,0
crime_3782,homicide,2025-11-02 18:20:21,Road_1,13.040294,80.21304,seg_1295,Moderate,Underpass,224,"vandalism,eve_teasing",1.79,Yes,5,1,Adult,Female,Critical,Closed - Arrest,Forensic samples,Chennai North,Anonymous Tip,2,8.307,route_111,seg_3348;seg_1529,1.198,Crime incident reported and under investigation.,low_crime,3,11,6,1,1
crime_3783,vandalism,2025-01-19 18:20:21,Road_54,12.991688,80.198252,seg_6876,Moderate,Main road,203,"theft,murder,eve_teasing",1.25,Yes,5,3,Adult,Male,High,Closed - Unsolved,Witness statements,Chennai West,Citizen App,8,7.27,route_415,seg_7851,1.454,Crime incident reported and under investigation.,low_crime,22,1,6,1,1
crime_3784,rape,2025-06-28 18:20:21,Road_96,13.134438,80.22961,seg_8041,Poor,Underpass,400,"burglary,homicide,eve_teasing",3.81,No,2,3,Adult,Mixed,Critical,Under Investigation,CCTV footage,Chennai West,Citizen App,9,5.703,route_305,seg_1841,0.214,Crime incident reported and under investigation.,medium_crime,2,6,5,1,1
crime_3785,homicide,2025-07-04 18:20:21,Road_99,12.957767,80.238971,seg_7265,Good,Main road,50,"homicide,theft,rape",1.68,Yes,2,1,Mixed,Female,Medium,Under Investigation,Witness statements,Chennai Central,NGO Report,11,7.077,route_480,seg_7358;seg_1562;seg_2182,0.82,Crime incident reported and under investigation.,low_crime,23,7,4,1,0
crime_3786,rape,2025-07-21 18:20:21,Road_75,13.141089,80.312721,seg_7081,Good,Underpass,50,"vandalism,murder,burglary",0.93,Yes,2,1,Mixed,Female,High,Under Investigation,Digital trace,Chennai West,Hospital,6,9.321,route_230,seg_4276,0.619,Crime incident reported and under investigation.,very_low_crime,5,7,0,1,0
crime_3787,scam,2024-12-06 18:20:21,Road_69,12.95039,80.252389,seg_4442,Moderate,Market street,50,robbery,2.21,Yes,5,1,Adult,Male,High,Under Investigation,No evidence,Chennai West,Anonymous Tip,3,7.457,route_939,seg_4746;seg_6482;seg_9681,0.86,Crime incident reported and under investigation.,low_crime,12,12,4,0,0
crime_3788,burglary,2025-03-05 18:20:21,Road_48,13.007373,80.259224,seg_5186,Good,Alley,51,homicide,2.14,Yes,4,2,Mixed,Female,High,Under Investigation,No evidence,Chennai East,Citizen App,8,6.116,route_612,seg_6347;seg_3724,1.264,Crime incident reported and under investigation.,low_crime,6,3,2,1,0
crime_3789,scam,2025-02-03 18:20:21,Road_30,13.040537,80.258177,seg_5499,Good,Main road,77,"burglary,murder",2.85,Yes,0,3,Child,Mixed,Medium,Closed - Unsolved,Forensic samples,Chennai North,NGO Report,6,6.405,route_372,seg_4061;seg_6695;seg_9671;seg_6568,0.262,Crime incident reported and under investigation.,low_crime,2,2,0,1,0
crime_3790,burglary,2025-04-19 18:20:21,Road_94,13.002537,80.2353,seg_5808,Moderate,Main road,217,"vandalism,robbery",1.49,Yes,3,3,Child,Mixed,Critical,Open,No evidence,Chennai North,Citizen App,12,6.092,route_275,seg_5328;seg_3714;seg_8855,1.368,Crime incident reported and under investigation.,low_crime,22,4,5,1,1
crime_3791,vandalism,2025-01-05 18:20:21,Road_25,13.021137,80.348414,seg_4100,Good,Main road,400,"robbery,rape,scam",1.57,No,1,3,Mixed,Mixed,Low,Under Investigation,CCTV footage,Chennai West,Police Report,0,6.241,route_180,seg_8363;seg_7146,1.61,Crime incident reported and under investigation.,low_crime,6,1,6,1,1
crime_3792,burglary,2024-12-07 18:20:21,Road_64,12.975556,80.275184,seg_5653,Moderate,Alley,400,"theft,robbery",1.85,No,4,3,Mixed,Male,Critical,Open,Digital trace,Chennai South,Police Report,8,8.084,route_832,seg_3357;seg_7705;seg_8843;seg_7104,1.487,Crime incident reported and under investigation.,low_crime,21,12,5,1,1
crime_3793,rape,2025-01-31 18:20:21,Road_74,13.062294,80.209613,seg_5660,Moderate,Underpass,66,"burglary,homicide,assault",3.27,Yes,2,3,Adult,Mixed,Low,Under Investigation,Forensic samples,Chennai South,Police Report,12,5.568,route_476,seg_3140,1.973,Crime incident reported and under investigation.,medium_crime,18,1,4,0,0
crime_3794,assault,2025-05-01 18:20:21,Road_22,13.138819,80.283358,seg_1485,Good,Underpass,50,"vandalism,rape,theft",0.96,Yes,5,2,Adult,Mixed,Critical,Under Investigation,Digital trace,Chennai East,Hospital,10,9.397,route_879,seg_3766;seg_3311,0.519,Crime incident reported and under investigation.,very_low_crime,9,5,3,0,0
crime_3795,burglary,2025-09-17 18:20:21,Road_87,13.093018,80.248728,seg_4112,Good,Alley,59,scam,2.62,Yes,2,2,Mixed,Male,Low,Under Investigation,Forensic samples,Chennai East,Hospital,1,6.8,route_569,seg_4030;seg_6923,0.527,Crime incident reported and under investigation.,low_crime,3,9,2,1,0
crime_3796,homicide,2025-05-04 18:20:21,Road_5,13.019636,80.216455,seg_8336,Moderate,Highway,400,theft,1.27,No,3,2,Adult,Mixed,Medium,Closed - Unsolved,Digital trace,Chennai Central,Police Report,5,7.075,route_152,seg_9348,1.26,Crime incident reported and under investigation.,low_crime,22,5,6,1,1
crime_3797,eve_teasing,2025-10-23 18:20:21,Road_41,13.039992,80.190514,seg_6003,Moderate,Alley,50,robbery,1.74,Yes,1,2,Adult,Mixed,Critical,Open,Witness statements,Chennai East,Hospital,3,7.483,route_693,seg_4420;seg_2919,1.664,Crime incident reported and under investigation.,low_crime,13,10,3,0,0
crime_3798,vandalism,2025-02-21 18:20:21,Road_79,13.069275,80.273522,seg_7069,Good,Alley,246,"homicide,vandalism",2.55,No,5,1,Adult,Mixed,Low,Closed - Unsolved,Witness statements,Chennai East,NGO Report,11,6.861,route_874,seg_7645,0.21,Crime incident reported and under investigation.,low_crime,20,2,4,1,0
crime_3799,burglary,2025-07-21 18:20:21,Road_1,12.985412,80.237351,seg_5549,Moderate,Market street,112,"burglary,eve_teasing,robbery",1.75,No,5,3,Adult,Male,Low,Closed - Unsolved,Forensic samples,Chennai Central,NGO Report,8,6.911,route_890,seg_2675;seg_9053;seg_2923,1.392,Crime incident reported and under investigation.,low_crime,9,7,0,0,0
crime_3800,homicide,2024-11-19 18:20:21,Road_92,13.014152,80.338441,seg_4132,Moderate,Alley,65,"theft,assault,rape",2.23,Yes,4,2,Child,Mixed,Medium,Under Investigation,Digital trace,Chennai Central,Citizen App,9,6.325,route_955,seg_1263;seg_6722,0.125,Crime incident reported and under investigation.,medium_crime,10,11,1,0,0
crime_3801,theft,2024-11-16 18:20:21,Road_89,13.08248,80.346023,seg_9501,Good,Residential,50,assault,0.65,Yes,2,3,Adult,Male,Medium,Closed - Arrest,Witness statements,Chennai West,NGO Report,10,8.625,route_565,seg_8556;seg_6950;seg_4738;seg_7071,1.911,Crime incident reported and under investigation.,very_low_crime,8,11,5,0,1
crime_3802,burglary,2024-12-04 18:20:21,Road_80,13.115814,80.211202,seg_6139,Poor,Underpass,400,rape,3.13,No,5,2,Adult,Mixed,High,Closed - Arrest,Digital trace,Chennai North,Police Report,7,5.126,route_810,seg_7682;seg_2368,1.701,Crime incident reported and under investigation.,medium_crime,22,12,2,1,0
crime_3803,murder,2025-07-03 18:20:21,Road_95,13.091876,80.191665,seg_6452,Poor,Underpass,400,"vandalism,scam,theft",2.88,No,4,3,Adult,Mixed,High,Open,CCTV footage,Chennai West,Hospital,3,5.548,route_974,seg_1729;seg_9178,1.32,Crime incident reported and under investigation.,medium_crime,18,7,3,0,0
crime_3804,burglary,2025-01-22 18:20:21,Road_27,13.024875,80.327709,seg_1514,Moderate,Market street,400,theft,1.76,No,4,3,Adult,Mixed,Medium,Closed - Unsolved,Witness statements,Chennai Central,Police Report,0,7.45,route_686,seg_2650,0.921,Crime incident reported and under investigation.,low_crime,4,1,2,1,0
crime_3805,scam,2025-06-07 18:20:21,Road_27,13.007794,80.247272,seg_9814,Good,Highway,50,"robbery,burglary,theft",2.3,Yes,5,2,Child,Female,Medium,Under Investigation,Witness statements,Chennai East,Hospital,5,7.008,route_407,seg_1924;seg_6612,0.232,Crime incident reported and under investigation.,low_crime,16,6,5,0,1
crime_3806,homicide,2024-11-28 18:20:21,Road_82,12.974789,80.217114,seg_3185,Poor,Main road,400,burglary,5.8,No,2,3,Mixed,Male,Low,Closed - Arrest,CCTV footage,Chennai East,Hospital,6,1.236,route_165,seg_9453;seg_5400;seg_7886,1.997,Crime incident reported and under investigation.,high_crime,4,11,3,1,0
crime_3807,murder,2025-05-13 18:20:21,Road_27,13.073754,80.3397,seg_1517,Moderate,Residential,50,"theft,robbery",2.18,Yes,1,1,Adult,Male,Low,Under Investigation,Digital trace,Chennai South,Hospital,3,7.425,route_337,seg_1821;seg_4617;seg_9936,0.188,Crime incident reported and under investigation.,low_crime,10,5,1,0,0
crime_3808,robbery,2025-01-22 18:20:21,Road_8,13.129079,80.322515,seg_2569,Good,Underpass,50,assault,0.41,Yes,5,2,Child,Female,Low,Open,CCTV footage,Chennai Central,Hospital,11,9.082,route_436,seg_2494;seg_1112;seg_6265,1.953,Crime incident reported and under investigation.,very_low_crime,17,1,2,0,0
crime_3809,robbery,2025-02-03 18:20:21,Road_28,13.053771,80.255914,seg_1955,Good,Residential,50,"eve_teasing,murder",1.77,Yes,4,2,Mixed,Female,Medium,Closed - Arrest,Digital trace,Chennai North,NGO Report,12,7.06,route_166,seg_5584;seg_2204;seg_3778;seg_8274,1.69,Crime incident reported and under investigation.,low_crime,10,2,0,0,0
crime_3810,rape,2025-07-08 18:20:21,Road_58,13.006228,80.286894,seg_4356,Moderate,Residential,400,"murder,theft,burglary",3.6,No,1,2,Mixed,Male,Low,Closed - Unsolved,Digital trace,Chennai South,NGO Report,3,5.005,route_809,seg_8734;seg_7766;seg_1989;seg_5083,1.595,Crime incident reported and under investigation.,medium_crime,20,7,1,1,0
crime_3811,assault,2024-11-04 18:20:21,Road_84,13.043075,80.290689,seg_9287,Moderate,Alley,79,"theft,vandalism",1.62,Yes,3,1,Child,Mixed,Medium,Closed - Arrest,No evidence,Chennai South,Hospital,1,7.691,route_760,seg_4234;seg_1170;seg_6772,1.443,Crime incident reported and under investigation.,low_crime,23,11,0,1,0
crime_3812,murder,2025-03-27 18:20:21,Road_37,12.969758,80.301407,seg_5337,Moderate,Market street,199,"homicide,robbery,vandalism",2.7,Yes,1,3,Adult,Male,High,Closed - Unsolved,Forensic samples,Chennai East,Hospital,1,4.861,route_101,seg_4663;seg_3947;seg_9776,0.306,Crime incident reported and under investigation.,medium_crime,2,3,3,1,0
crime_3813,robbery,2025-10-23 18:20:21,Road_1,13.13202,80.261648,seg_4103,Good,Residential,50,assault,0.98,Yes,2,2,Adult,Female,Low,Under Investigation,Forensic samples,Chennai South,Hospital,0,9.073,route_728,seg_8202;seg_8622,1.2,Crime incident reported and under investigation.,very_low_crime,20,10,3,1,0
crime_3814,robbery,2025-08-29 18:20:21,Road_72,13.08582,80.348725,seg_5078,Good,Market street,50,"assault,murder,robbery",0.54,Yes,5,2,Mixed,Female,Critical,Open,Digital trace,Chennai South,Citizen App,11,9.27,route_378,seg_6402;seg_6721;seg_1330,0.612,Crime incident reported and under investigation.,very_low_crime,4,8,4,1,0
crime_3815,rape,2025-09-11 18:20:21,Road_25,13.022664,80.296959,seg_4240,Good,Underpass,50,"homicide,assault,robbery",2.44,Yes,0,1,Mixed,Mixed,Critical,Under Investigation,Digital trace,Chennai West,Police Report,11,7.189,route_937,seg_1863;seg_1391;seg_5006;seg_1785,1.968,Crime incident reported and under investigation.,low_crime,2,9,3,1,0
crime_3816,assault,2025-08-21 18:20:21,Road_94,13.058196,80.201673,seg_7906,Poor,Underpass,400,"assault,robbery,burglary",2.29,No,5,3,Mixed,Male,Critical,Closed - Arrest,Witness statements,Chennai East,NGO Report,0,4.894,route_173,seg_5809,1.681,Crime incident reported and under investigation.,medium_crime,3,8,3,1,0
crime_3817,rape,2024-12-04 18:20:21,Road_29,13.063559,80.192256,seg_4947,Moderate,Market street,50,"eve_teasing,rape,robbery",2.08,Yes,2,1,Mixed,Male,Critical,Closed - Arrest,Digital trace,Chennai West,Anonymous Tip,1,5.034,route_461,seg_3611;seg_8581;seg_7437,0.773,Crime incident reported and under investigation.,medium_crime,15,12,2,0,0
crime_3818,rape,2025-06-29 18:20:21,Road_51,13.034858,80.347613,seg_9481,Good,Alley,50,murder,2.1,Yes,2,3,Mixed,Female,High,Open,No evidence,Chennai North,Anonymous Tip,4,7.224,route_281,seg_2896;seg_6017;seg_9667;seg_5041,1.839,Crime incident reported and under investigation.,low_crime,10,6,6,0,1
crime_3819,robbery,2025-02-09 18:20:21,Road_17,12.986442,80.268033,seg_3445,Moderate,Underpass,53,"eve_teasing,robbery,vandalism",1.45,Yes,3,1,Adult,Female,High,Closed - Unsolved,Digital trace,Chennai North,Hospital,12,6.579,route_348,seg_4675;seg_5713,0.142,Crime incident reported and under investigation.,low_crime,12,2,6,0,1
crime_3820,murder,2025-08-03 18:20:21,Road_3,13.055275,80.329804,seg_5055,Moderate,Market street,265,"murder,theft,robbery",1.95,No,2,3,Child,Mixed,Low,Open,Forensic samples,Chennai South,Police Report,11,7.842,route_698,seg_2007;seg_4454;seg_3665,0.885,Crime incident reported and under investigation.,low_crime,10,8,6,0,1
crime_3821,scam,2025-07-16 18:20:21,Road_30,12.983056,80.192917,seg_4981,Moderate,Main road,87,"rape,theft",1.82,Yes,5,2,Child,Mixed,Medium,Closed - Arrest,Witness statements,Chennai West,Citizen App,6,7.132,route_419,seg_9164;seg_5893,1.408,Crime incident reported and under investigation.,low_crime,22,7,2,1,0
crime_3822,eve_teasing,2025-05-24 18:20:21,Road_11,12.96172,80.303881,seg_8127,Moderate,Residential,400,eve_teasing,3.78,No,4,2,Child,Female,Critical,Under Investigation,CCTV footage,Chennai East,Police Report,10,5.984,route_534,seg_8328;seg_4011;seg_1368;seg_5381,1.949,Crime incident reported and under investigation.,medium_crime,19,5,5,0,1
crime_3823,vandalism,2025-08-16 18:20:21,Road_94,13.027235,80.249386,seg_4948,Moderate,Main road,287,scam,2.21,No,2,3,Adult,Mixed,High,Closed - Arrest,Forensic samples,Chennai North,Police Report,10,6.639,route_926,seg_5159;seg_5205;seg_9269,0.471,Crime incident reported and under investigation.,low_crime,17,8,5,0,1
crime_3824,vandalism,2025-01-14 18:20:21,Road_27,12.984709,80.313829,seg_7750,Poor,Highway,400,"eve_teasing,burglary",3.96,No,4,1,Child,Mixed,Low,Under Investigation,No evidence,Chennai Central,NGO Report,9,6.154,route_452,seg_4851,1.805,Crime incident reported and under investigation.,medium_crime,4,1,1,1,0
crime_3825,vandalism,2025-06-12 18:20:21,Road_86,13.103033,80.269729,seg_1538,Good,Underpass,50,"robbery,theft",0.33,Yes,5,2,Child,Female,High,Open,Witness statements,Chennai Central,Anonymous Tip,8,9.471,route_551,seg_3649;seg_6661;seg_5240,0.724,Crime incident reported and under investigation.,very_low_crime,4,6,3,1,0
crime_3826,rape,2025-06-29 18:20:21,Road_47,13.134912,80.263839,seg_4659,Good,Main road,50,"theft,burglary,assault",0.6,Yes,3,1,Child,Male,Low,Open,Digital trace,Chennai Central,NGO Report,9,9.623,route_112,seg_2185;seg_1122;seg_2123,0.876,Crime incident reported and under investigation.,very_low_crime,0,6,6,1,1
crime_3827,scam,2024-11-05 18:20:21,Road_64,12.980954,80.251529,seg_3364,Good,Underpass,50,"robbery,eve_teasing,murder",1.04,Yes,3,2,Mixed,Male,Medium,Closed - Unsolved,Witness statements,Chennai South,Citizen App,11,7.647,route_753,seg_8866;seg_1643;seg_7223;seg_3720,1.405,Crime incident reported and under investigation.,low_crime,21,11,1,1,0
crime_3828,burglary,2024-12-11 18:20:21,Road_93,13.029671,80.290771,seg_2686,Moderate,Main road,400,"vandalism,theft",2.52,No,4,1,Child,Mixed,High,Closed - Arrest,Witness statements,Chennai East,NGO Report,3,6.785,route_455,seg_7366;seg_1701;seg_1606;seg_9732,1.099,Crime incident reported and under investigation.,low_crime,4,12,2,1,0
crime_3829,homicide,2025-02-12 18:20:21,Road_75,12.967696,80.191403,seg_3832,Poor,Alley,400,"eve_teasing,vandalism,theft",4.05,No,1,1,Child,Female,Medium,Closed - Arrest,CCTV footage,Chennai Central,Hospital,4,1.705,route_619,seg_3453;seg_3773;seg_5773,0.137,Crime incident reported and under investigation.,high_crime,21,2,2,1,0
crime_3830,burglary,2025-09-24 18:20:21,Road_19,13.135268,80.181088,seg_8059,Moderate,Residential,257,"robbery,assault,burglary",3.79,Yes,2,3,Mixed,Female,Medium,Closed - Unsolved,Forensic samples,Chennai West,NGO Report,5,5.511,route_251,seg_4804;seg_3209,1.154,Crime incident reported and under investigation.,medium_crime,20,9,2,1,0
crime_3831,assault,2025-04-17 18:20:21,Road_1,12.985741,80.241826,seg_8676,Good,Alley,64,vandalism,2.43,Yes,1,2,Adult,Male,High,Open,Digital trace,Chennai West,NGO Report,12,6.155,route_421,seg_3861;seg_2362;seg_3982;seg_4292,0.081,Crime incident reported and under investigation.,low_crime,3,4,3,1,0
crime_3832,rape,2025-10-28 18:20:21,Road_47,13.136072,80.327546,seg_7008,Good,Alley,50,"scam,rape,homicide",0.72,Yes,0,3,Child,Male,High,Open,Forensic samples,Chennai West,Citizen App,10,9.349,route_856,seg_4272,1.429,Crime incident reported and under investigation.,very_low_crime,10,10,1,0,0
crime_3833,rape,2025-06-25 18:20:21,Road_57,13.111595,80.245263,seg_2243,Moderate,Residential,400,"eve_teasing,murder",1.86,No,1,2,Adult,Female,High,Closed - Arrest,Witness statements,Chennai East,NGO Report,7,7.786,route_588,seg_3927;seg_7564;seg_3106,0.454,Crime incident reported and under investigation.,low_crime,1,6,2,1,0
crime_3834,scam,2025-08-06 18:20:21,Road_17,13.040112,80.332898,seg_8072,Good,Market street,50,"burglary,robbery",1.11,Yes,0,3,Adult,Mixed,Medium,Closed - Arrest,CCTV footage,Chennai Central,NGO Report,2,8.498,route_583,seg_4184;seg_4496,1.028,Crime incident reported and under investigation.,low_crime,12,8,2,0,0
crime_3835,eve_teasing,2025-02-01 18:20:21,Road_81,12.956133,80.246387,seg_4109,Moderate,Underpass,400,"eve_teasing,burglary,assault",1.24,No,0,1,Mixed,Male,Low,Closed - Arrest,No evidence,Chennai East,NGO Report,5,7.569,route_165,seg_8387;seg_4159;seg_9030,1.271,Crime incident reported and under investigation.,low_crime,0,2,5,1,1
crime_3836,rape,2024-12-22 18:20:21,Road_8,12.992071,80.316455,seg_3016,Poor,Underpass,400,"murder,vandalism",3.67,No,3,3,Mixed,Mixed,High,Under Investigation,Forensic samples,Chennai South,Police Report,3,4.337,route_637,seg_9553;seg_1024,1.917,Crime incident reported and under investigation.,medium_crime,2,12,6,1,1
crime_3837,burglary,2025-07-15 18:20:21,Road_54,13.009807,80.322814,seg_9686,Poor,Market street,95,"robbery,burglary",2.19,Yes,0,1,Child,Male,Critical,Closed - Unsolved,CCTV footage,Chennai North,Anonymous Tip,11,4.69,route_673,seg_8567;seg_9026,1.555,Crime incident reported and under investigation.,medium_crime,12,7,1,0,0
crime_3838,eve_teasing,2025-04-28 18:20:21,Road_63,13.112645,80.189862,seg_5183,Moderate,Market street,250,"theft,vandalism,rape",3.42,No,1,1,Mixed,Female,Critical,Under Investigation,Forensic samples,Chennai South,Citizen App,7,5.157,route_353,seg_5042;seg_6117;seg_7080,0.53,Crime incident reported and under investigation.,medium_crime,11,4,0,0,0
crime_3839,robbery,2024-11-19 18:20:21,Road_71,13.12134,80.204012,seg_3333,Moderate,Main road,50,"assault,murder",2.47,Yes,5,3,Child,Mixed,Low,Closed - Arrest,No evidence,Chennai West,NGO Report,12,6.377,route_767,seg_1222;seg_9084;seg_8503,1.789,Crime incident reported and under investigation.,medium_crime,17,11,1,0,0
crime_3840,burglary,2024-12-05 18:20:21,Road_3,12.960714,80.342421,seg_4194,Poor,Main road,400,"assault,burglary,theft",3.08,No,3,3,Child,Female,Medium,Closed - Unsolved,CCTV footage,Chennai West,Anonymous Tip,7,4.211,route_220,seg_3404,1.081,Crime incident reported and under investigation.,medium_crime,20,12,3,1,0
crime_3841,burglary,2025-10-18 18:20:21,Road_6,13.084222,80.341879,seg_3038,Good,Underpass,50,"rape,homicide",0.91,Yes,0,1,Child,Female,High,Closed - Unsolved,Witness statements,Chennai North,Hospital,4,8.79,route_884,seg_6361;seg_9095,0.553,Crime incident reported and under investigation.,very_low_crime,8,10,5,0,1
crime_3842,vandalism,2025-06-30 18:20:21,Road_67,13.077008,80.322609,seg_6265,Moderate,Highway,92,"burglary,murder,assault",1.33,No,5,2,Child,Male,High,Closed - Unsolved,Witness statements,Chennai West,Police Report,2,6.504,route_851,seg_4920;seg_1461;seg_6642;seg_7897,1.075,Crime incident reported and under investigation.,low_crime,9,6,0,0,0
crime_3843,assault,2025-08-24 18:20:21,Road_74,12.981675,80.192889,seg_9355,Moderate,Alley,76,"robbery,eve_teasing,vandalism",1.94,Yes,2,3,Adult,Male,High,Closed - Unsolved,Digital trace,Chennai West,Citizen App,7,7.765,route_163,seg_1252;seg_6108;seg_7240,1.28,Crime incident reported and under investigation.,low_crime,13,8,6,0,1
crime_3844,robbery,2025-10-13 18:20:21,Road_83,13.055637,80.273371,seg_6377,Good,Main road,50,murder,2.61,Yes,3,1,Child,Male,Medium,Under Investigation,Forensic samples,Chennai South,Anonymous Tip,10,8.274,route_523,seg_8110;seg_2727,0.09,Crime incident reported and under investigation.,low_crime,19,10,0,0,0
crime_3845,assault,2025-04-21 18:20:21,Road_81,12.950605,80.242912,seg_3855,Good,Residential,50,"vandalism,burglary,eve_teasing",1.75,Yes,1,1,Adult,Mixed,High,Under Investigation,CCTV footage,Chennai West,Police Report,12,8.409,route_984,seg_1942,1.984,Crime incident reported and under investigation.,low_crime,0,4,0,1,0
crime_3846,murder,2025-02-09 18:20:21,Road_57,13.018399,80.319696,seg_1837,Poor,Residential,400,"homicide,burglary,rape",2.46,No,3,1,Child,Male,Critical,Under Investigation,Forensic samples,Chennai Central,Police Report,2,4.669,route_602,seg_3639,1.428,Crime incident reported and under investigation.,medium_crime,7,2,6,0,1
crime_3847,assault,2025-02-09 18:20:21,Road_14,13.075433,80.237105,seg_5366,Good,Market street,97,"theft,homicide,assault",1.77,Yes,1,1,Mixed,Female,High,Under Investigation,Forensic samples,Chennai Central,NGO Report,6,6.368,route_368,seg_9229;seg_9721;seg_5994,1.376,Crime incident reported and under investigation.,low_crime,22,2,6,1,1
crime_3848,burglary,2025-01-28 18:20:21,Road_39,13.149689,80.324228,seg_9397,Good,Underpass,50,"theft,eve_teasing,homicide",0.74,Yes,5,3,Adult,Male,Low,Closed - Arrest,CCTV footage,Chennai Central,Citizen App,5,9.366,route_365,seg_5465;seg_3362;seg_5589;seg_7007,0.548,Crime incident reported and under investigation.,very_low_crime,20,1,1,1,0
crime_3849,eve_teasing,2025-05-19 18:20:21,Road_31,12.984036,80.19108,seg_8123,Moderate,Main road,153,"homicide,rape",2.59,No,1,1,Child,Mixed,Low,Closed - Unsolved,Forensic samples,Chennai East,Anonymous Tip,12,7.467,route_276,seg_5741,1.8,Crime incident reported and under investigation.,low_crime,15,5,0,0,0
crime_3850,murder,2025-07-20 18:20:21,Road_97,13.004542,80.257451,seg_8026,Moderate,Residential,65,assault,2.93,Yes,3,3,Child,Female,Medium,Open,Witness statements,Chennai North,NGO Report,2,6.23,route_970,seg_4147;seg_5276;seg_2898,0.402,Crime incident reported and under investigation.,low_crime,7,7,6,0,1
crime_3851,assault,2025-01-02 18:20:21,Road_79,12.973887,80.191042,seg_5516,Poor,Highway,400,"robbery,assault",4.51,No,0,3,Mixed,Male,Medium,Closed - Unsolved,Forensic samples,Chennai South,Hospital,5,1.004,route_370,seg_4662;seg_8620,1.609,Crime incident reported and under investigation.,high_crime,16,1,3,0,0
crime_3852,burglary,2025-07-31 18:20:21,Road_35,13.095508,80.275939,seg_6327,Good,Underpass,50,"assault,theft",0.61,Yes,5,1,Mixed,Mixed,High,Open,No evidence,Chennai South,NGO Report,11,8.998,route_370,seg_8367;seg_9878;seg_2081;seg_8621,1.658,Crime incident reported and under investigation.,very_low_crime,18,7,3,0,0
crime_3853,burglary,2025-01-07 18:20:21,Road_77,13.002402,80.327551,seg_3921,Moderate,Residential,187,"burglary,vandalism",2.1,Yes,3,2,Child,Mixed,Low,Under Investigation,Witness statements,Chennai Central,NGO Report,2,4.084,route_273,seg_1561;seg_4549,1.245,Crime incident reported and under investigation.,medium_crime,3,1,1,1,0
crime_3854,eve_teasing,2025-10-06 18:20:21,Road_85,13.095072,80.258261,seg_9459,Moderate,Alley,50,"vandalism,rape,murder",2.96,Yes,2,2,Child,Female,Medium,Open,Forensic samples,Chennai South,NGO Report,6,6.16,route_897,seg_3782,1.827,Crime incident reported and under investigation.,low_crime,14,10,0,0,0
crime_3855,eve_teasing,2025-09-01 18:20:21,Road_14,13.010721,80.25877,seg_2231,Good,Alley,56,"vandalism,rape",1.17,Yes,5,3,Child,Mixed,Critical,Closed - Arrest,No evidence,Chennai Central,NGO Report,8,7.679,route_265,seg_7826,0.06,Crime incident reported and under investigation.,low_crime,1,9,0,1,0
